銘柄コード,企業名,売上高,売上原価,売上総利益,営業利益,経常利益,特別損益収支,当期純利益,業種,市場
2432,ディー・エヌ・エー,"145,729","28,190","117,539","63,415","62,660","1,505","34,485",サービス業,東1
2433,博報堂ＤＹホールディングス,"978,321","817,565","160,756","19,816","21,945","-1,590","8,604",サービス業,東1
2434,丸誠,"12,138","10,590","1,548",316,413,-80,169,サービス業,JQ
2435,シダー,"9,614","8,555","1,059",421,430,43,224,サービス業,JQ
2436,共同ピーアール,"4,256","1,693","2,563",108,114,-56,18,サービス業,JQ
2437,シンワアートオークション,"1,359",689,670,45,57,0,76,サービス業,HC
2438,アスカネット,"4,485","2,102","2,383",735,737,-6,426,サービス業,マザ
2440,ぐるなび,"24,302","5,097","19,205","3,312","3,375",-2,"1,909",サービス業,HC
2445,エスアールジータカミヤ,"23,201","15,999","7,202","1,037","1,080",179,755,サービス業,東2
2447,ＮｏｗＬｏａｄｉｎｇ,38,43,-5,-147,-135,18,-55,サービス業,名セ
2449,プラップジャパン,"4,254","3,024","1,230",447,447,-15,214,サービス業,JQ
2450,一休,"3,676",0,"3,676","1,024","1,084",-151,484,サービス業,東1
2451,メディアクリエイト,"3,500","3,222",278,-24,-38,-60,-106,サービス業,マザ
2453,ジャパンベストレスキューシステム,"7,438","4,068","3,370",607,544,8,259,サービス業,東1
2454,オールアバウト,"2,795",516,"2,279",88,93,-93,-3,サービス業,JQ
2458,フルキャストテクノロジー,"3,746","2,819",927,249,270,0,255,サービス業,JQ
2459,アウンコンサルティング,"1,460","1,145",315,-135,-129,0,-130,サービス業,マザ
2461,ファンコミュニケーションズ,"14,482","9,817","4,665","2,245","2,304",353,"1,639",サービス業,JQ
2462,ジェイコム,"17,518","14,707","2,811",914,"1,044",-26,603,サービス業,東1
2466,パシフィックゴルフグループインターナショナルホールディングス,"75,718","57,139","18,579","10,212","7,806",-762,"3,417",サービス業,東1
2467,バルクホールディングス,973,671,302,-27,-28,-1,-34,サービス業,名セ
2468,フュートレック,"2,562",961,"1,601",501,502,0,261,サービス業,マザ
2469,ヒビノ,"14,121","9,362","4,759",515,430,-117,-13,サービス業,JQ
2471,エスプール,"4,941","3,747","1,194",48,29,-44,-30,サービス業,HC
2475,ＷＤＢ,"22,457","17,122","5,335","1,669","1,664",17,919,サービス業,JQ
2477,比較．ｃｏｍ,613,76,537,-3,-1,-4,-27,サービス業,マザ
2479,ジェイテック,"2,114","1,505",609,37,48,-15,34,サービス業,HC
2480,システム・ロケーション,848,399,449,97,109,-1,57,サービス業,JQ
2481,タウンニュース社,"3,282","1,204","2,078",495,506,-81,193,サービス業,JQ
2483,翻訳センター,"5,536","3,115","2,421",440,439,0,227,サービス業,HC
2484,夢の街創造委員会,"1,359",400,959,210,220,-1,115,サービス業,HC
2487,ＣＤＧ,"10,450","7,642","2,808",831,840,0,550,サービス業,JQ
2489,アドウェイズ,"17,972","14,168","3,804","1,320","1,334",-126,785,サービス業,マザ
2491,バリューコマース,"9,507","6,068","3,439",904,"1,057",-57,625,サービス業,マザ
2492,インフォマート,"3,784","1,307","2,477",815,815,-113,496,サービス業,マザ
2493,イーサポートリンク,"4,289","2,624","1,665",490,474,-11,439,サービス業,HC
2494,メディカル・ケア・サービス,"16,138","13,366","2,772",891,"1,350",7,666,サービス業,名セ
2497,ｎｇｉ　ｇｒｏｕｐ,"5,193","3,332","1,861",446,433,336,801,サービス業,マザ
2498,ＡＣＫグループ,"31,190","23,871","7,319",375,345,73,227,サービス業,JQ
2499,日本和装ホールディングス,"5,467",846,"4,621",-269,-327,0,-233,サービス業,JQ
2501,サッポロホールディングス,"492,490","313,118","179,372","14,414","13,689","-3,177","5,393",食料品,東1
2503,キリンホールディングス,"2,186,177","1,274,473","911,704","153,022","138,452","-4,860","56,198",食料品,東1
2531,宝ホールディングス,"198,690","121,463","77,227","9,264","9,617","-1,027","3,995",食料品,東1
2533,オエノンホールディングス,"85,367","68,884","16,483","2,859","2,772",-52,"1,251",食料品,東1
2538,ジャパン・フード＆リカー・アライアンス,"28,625","18,853","9,772",578,250,-371,-693,食料品,大2
2540,養命酒製造,"11,589","3,895","7,694","1,363","1,585",-225,871,食料品,東1
2551,マルサンアイ,"21,037","15,346","5,691",432,446,-56,204,食料品,名2
2572,三国コカ・コーラボトリング,"121,731","74,209","47,522","3,505","3,662",-193,"1,861",食料品,東1
2573,北海道コカ・コーラボトリング,"56,276","36,351","19,925",503,629,-130,722,食料品,東2
2579,コカ・コーラウエストホールディングス,"386,637","195,843","190,794","13,463","13,845","-1,659","6,031",食料品,東1
2580,コカ・コーラ　セントラル　ジャパン,"193,794","117,169","76,625","3,387","3,713",-715,"1,630",食料品,東1
2590,ダイドードリンコ,"147,404","67,285","80,119","7,295","6,687","-1,291","2,351",食料品,東1
2593,伊藤園,"369,284","192,213","177,071","18,907","17,985",-796,"9,249",食料品,東1
2594,キーコーヒー,"53,741","39,090","14,651",21,256,-4,-70,食料品,東1
2597,ユニカフェ,"18,476","16,712","1,764",250,254,0,243,食料品,東1
2599,ジャパンフーズ,"31,836","28,774","3,062","1,089","1,133",-135,550,食料品,東1
2602,日清オイリオグループ,"312,628","262,826","49,802","5,900","5,395","-2,305","3,833",食料品,東1
2607,不二製油,"236,594","194,767","41,827","12,983","13,017",-148,"8,290",食料品,東1
2608,ボーソー油脂,"19,578","16,972","2,606",342,328,-9,194,食料品,東2
2611,攝津製油,"9,638","8,305","1,333",357,368,-9,191,食料品,大2
2612,かどや製油,"21,366","11,946","9,420","2,606","2,611",-21,"1,439",食料品,JQ
2613,Ｊ－オイルミルズ,"181,017","152,448","28,569","4,699","4,672",-371,"2,629",食料品,東1
2651,ローソン,"478,957","156,247","322,710","61,769","61,728","-15,443","24,885",小売業,東1
2652,まんだらけ,"8,673","4,200","4,473",807,736,-19,345,小売業,マザ
2653,イオン九州,"249,145","169,338","79,807","3,037","3,030",-473,712,小売業,JQ
2654,シンワオックス,"7,891","5,443","2,448",789,762,-5,954,卸売業,大2
2655,マックスバリュ東北,"91,967","69,841","22,126",675,580,"-3,478","-3,164",小売業,東2
2656,ベクター,"3,635","1,172","2,463",51,55,-228,-255,小売業,HC
2658,ウライ,"10,234","6,552","3,682",105,77,-6,82,卸売業,JQ
2659,サンエー,"146,001","96,467","49,534","10,497","10,697",215,"6,280",小売業,東1
2660,キリン堂,"102,229","74,814","27,415","1,684","1,960",-727,184,小売業,東1
2662,ダイユーエイト,"38,696","27,795","10,901","1,984","1,968","-1,100",414,小売業,東1
2664,カワチ薬品,"222,322","170,652","51,670","10,041","10,579","-1,662","4,417",小売業,東1
2665,三井情報,"51,548","37,739","13,809","2,505","2,678",-26,"1,433",情報・通信業,東2
2666,オートウェーブ,"10,847","7,386","3,461",50,184,-83,94,小売業,JQ
2667,イメージ　ワン,"1,748","1,344",404,-61,-104,-169,-278,卸売業,HC
2668,タビオ,"15,572","7,003","8,569",837,863,-129,350,卸売業,大2
2669,カネ美食品,"81,530","70,488","11,042","2,890","3,034",-119,"1,473",小売業,JQ
2670,エービーシー・マート,"140,761","59,659","81,102","27,221","28,399","-1,364","15,676",小売業,東1
2673,ＳＴＥＩＬＡＲ　Ｃ．Ｋ．Ｍ,"2,931","1,425","1,506",225,192,-107,136,小売業,JQ
2674,ハードオフコーポレーション,"11,506","3,369","8,137","1,381","1,501",634,"1,230",小売業,東1
2676,高千穂交易,"16,689","12,055","4,634",757,827,-26,344,卸売業,東1
2678,アスクル,"212,932","165,442","47,490","6,617","6,504",-234,"2,301",小売業,東1
2681,ゲオ,"258,244","148,013","110,231","18,306","16,464","-1,155","6,842",小売業,東1
2683,魚喜,"14,734","8,663","6,071",75,55,-160,-147,小売業,東2
2684,プライム,"5,325","3,552","1,773",971,100,101,51,小売業,JQ
2685,ポイント,"115,058","47,512","67,546","12,361","12,522",-702,"6,789",小売業,東1
2686,ツルヤ靴店,"92,136","54,088","38,048","3,022","2,979",-943,979,小売業,名2
2687,シー・ヴイ・エス・ベイエリア,"26,882","19,642","7,240",338,342,-566,-369,小売業,東1
2689,カワニシホールディングス,"74,744","66,849","7,895",766,749,-23,346,卸売業,東2
2692,伊藤忠食品,"605,470","541,984","63,486","6,972","7,896",-778,"4,274",卸売業,東1
2693,ＹＫＴ,"8,036","6,136","1,900",148,163,0,224,卸売業,JQ
2694,ジー・テイスト,"16,901","5,876","11,025","1,172","1,120",-217,794,小売業,JQ
2695,くらコーポレーション,"78,971","36,166","42,805","3,782","4,070",-239,"2,067",小売業,東1
2698,キャンドゥ,"62,668","39,604","23,064","2,182","2,331",-253,905,小売業,東1
2700,木徳神糧,"109,218","102,490","6,728",763,786,33,638,卸売業,JQ
2702,日本マクドナルドホールディングス,"294,710","234,594","60,116","24,780","23,770","-1,166","12,870",小売業,JQ
2703,日本ライトン,"17,148","15,685","1,463",92,118,4,21,卸売業,JQ
2705,大戸屋,"18,693","7,422","11,271",411,364,293,264,小売業,JQ
2706,ブロッコリー,"5,420","3,557","1,863",665,657,-128,664,小売業,JQ
2708,久世,"51,053","42,555","8,498",380,408,54,173,卸売業,JQ
2710,シーエスロジネット,"20,264","17,879","2,385",182,250,-2,102,卸売業,HC
2712,スターバックス　コーヒー　ジャパン,"107,754","28,474","79,280","7,796","8,057",-244,"3,844",小売業,HC
2714,プラマテルズ,"57,790","54,611","3,179",883,840,41,531,卸売業,JQ
2715,高千穂電気,"115,417","103,260","12,157","4,081","4,081",-174,"2,462",卸売業,東1
2719,キタムラ,"135,052","83,489","51,563",665,"1,256",-171,429,小売業,東2
2722,アイケイ,"11,677","7,149","4,528",329,329,0,202,小売業,JQ
2724,フォーバルクリエーティブ,116,64,52,-174,-179,14,-166,卸売業,HC
2726,パル,"85,360","36,913","48,447","7,808","7,848","-1,258","3,437",小売業,東1
2729,ＪＡＬＵＸ,"89,082","70,263","18,819","1,621","1,656",-253,693,卸売業,東1
2730,エディオン,"759,025","573,810","185,215","9,286","16,384","-6,437","3,697",小売業,東1
2733,あらた,"620,751","542,463","78,288",-616,"3,901",-205,"1,615",卸売業,JQ
2734,サーラコーポレーション,"137,351","107,234","30,117","1,681","1,989",-24,983,小売業,東1
2735,ワッツ,"40,759","25,168","15,591","2,056","2,055",5,"1,177",小売業,JQ
2736,サダマツ,"7,806","3,091","4,715",266,220,0,79,小売業,JQ
2737,トーメンデバイス,"151,426","145,944","5,482","3,487","3,918",0,"2,374",卸売業,東1
2742,ハローズ,"79,623","58,616","21,007","2,774","2,689",-149,"1,319",小売業,JQ
2743,ハイブリッド・サービス,"20,928","19,008","1,920",366,299,-82,133,卸売業,JQ
2747,北雄ラッキー,"44,568","32,704","11,864",510,408,-56,152,小売業,JQ
2749,ＪＰホールディングス,"11,867","9,474","2,393","1,114","1,150",0,653,卸売業,JQ
2750,石光商事,"35,042","30,925","4,117",105,81,14,152,卸売業,JQ
2751,テンポスバスターズ,"14,508","8,600","5,908","1,119","1,195",-85,682,卸売業,JQ
2752,フジオフードシステム,"22,846","7,562","15,284","1,806","1,683",-258,709,小売業,HC
2753,あみやき亭,"21,660","8,156","13,504","1,521","1,602",-69,710,小売業,東1
2754,東葛ホールディングス,"6,739","5,160","1,579",355,347,9,183,小売業,JQ
2759,テレウェイヴ,"4,851","1,558","3,293","-1,144","-1,050",-309,"-1,367",卸売業,JQ
2760,東京エレクトロン　デバイス,"86,300","70,947","15,353","2,011","2,332",-21,960,卸売業,東2
2761,トシン・グループ,"43,716","34,506","9,210","2,424","3,243",-103,"1,706",卸売業,JQ
2762,三光マーケティングフーズ,"25,884","6,796","19,088","1,751","1,834",-278,801,小売業,東2
2763,エフティコミュニケーションズ,"44,402","32,282","12,120","1,224","1,394",-216,902,卸売業,JQ
2764,ひらまつ,"11,081","4,499","6,582","1,928","1,910",0,"1,078",小売業,東2
2766,日本風力開発,"5,986","5,580",406,"-1,329","-2,538","-2,842","-5,506",卸売業,マザ
2767,フィールズ,"92,195","60,865","31,330","8,527","8,661",-396,"5,991",卸売業,JQ
2768,双日,"4,494,237","4,262,671","231,566","64,522","62,228",-775,"-3,649",卸売業,東1
2769,ヴィレッジヴァンガードコーポレーション,"42,942","24,855","18,087","3,402","3,514",-236,"1,553",小売業,JQ
2773,ミューチュアル,"9,025","7,027","1,998",435,468,2,196,卸売業,JQ
2776,クリムゾン,"2,641","1,694",947,-201,-199,-43,-248,卸売業,JQ
2777,カッシーナ・イクスシー,"5,313","2,531","2,782",202,196,-4,186,卸売業,JQ
2778,パレモ,"27,978","13,101","14,877",631,675,-579,-190,小売業,JQ
2780,コメ兵,"28,914","20,781","8,133","1,368","1,369",-10,761,小売業,東2
2782,セリア,"93,634","54,568","39,066","7,722","7,775",-112,"4,292",小売業,JQ
2784,アルフレッサ　ホールディングス,"2,333,256","2,189,226","144,030","9,377","18,326","-2,289","6,604",卸売業,東1
2786,サッポロドラッグストアー,"44,171","33,496","10,675","1,093","1,052",-51,564,小売業,JQ
2788,アップルインターナショナル,"24,099","21,843","2,256",-169,-563,-58,-295,卸売業,マザ
2789,カルラ,"7,272","2,157","5,115",633,602,-74,257,小売業,JQ
2790,ナフコ,"220,347","148,597","71,750","11,761","11,949",398,"6,321",小売業,JQ
2791,大黒天物産,"97,603","75,367","22,236","4,599","4,624",0,"2,392",小売業,東2
2792,ハニーズ,"59,861","25,324","34,537","5,143","5,214",-421,"2,640",小売業,東1
2795,日本プリメックス,"4,422","3,214","1,208",231,231,0,106,卸売業,JQ
2796,ファーマライズ,"29,607","25,156","4,451","1,657","1,470",-35,685,小売業,JQ
2798,ワイズテーブルコーポレーション,"12,697","10,855","1,842",239,250,-217,-279,小売業,マザ
2799,ネクサス,"66,919","53,457","13,462","2,152","1,954",56,"1,704",卸売業,JQ
2802,味の素,"1,197,313","793,526","403,787","72,584","75,919","-3,827","41,754",食料品,東1
2804,ブルドックソース,"16,704","8,036","8,668",945,"1,098",-137,627,食料品,東2
2805,ヱスビー食品,"127,381","72,156","55,225","4,178","4,128",-510,"1,296",食料品,東2
2806,ユタカフーズ,"22,771","20,392","2,379","1,489","1,577",-37,874,食料品,東2
2809,キユーピー,"504,997","379,933","125,064","23,368","24,467","-1,114","12,291",食料品,東1
2810,ハウス食品,"214,317","115,975","98,342","14,053","15,502","-2,616","7,928",食料品,東1
2811,カゴメ,"180,047","92,829","87,218","8,466","9,213","-2,708","4,217",食料品,東1
2812,焼津水産化学工業,"20,387","15,635","4,752","1,299","1,381",-195,667,食料品,東1
2813,和弘食品,"5,576","4,226","1,350",236,252,-14,141,食料品,JQ
2814,佐藤食品工業,"6,524","4,820","1,704",978,"1,137",-39,771,食料品,JQ
2815,アリアケジャパン,"31,516","21,371","10,145","4,940","4,896",-34,"2,586",食料品,東1
2817,ギャバン,"7,532","5,484","2,048",158,203,-71,128,食料品,JQ
2818,ピエトロ,"11,062","5,717","5,345",446,446,-62,162,食料品,東2
2819,エバラ食品工業,"49,094","25,437","23,657","1,839","1,838",-31,652,食料品,JQ
2830,アヲハタ,"19,360","16,441","2,919",935,955,-12,520,食料品,東2
2831,はごろもフーズ,"76,624","49,978","26,646",-549,146,27,-68,食料品,東2
2871,ニチレイ,"454,931","368,013","86,918","16,177","15,250","-1,025","7,904",食料品,東1
2872,セイヒョー,"3,721","3,272",449,-77,-46,-70,-107,食料品,東2
2874,ヨコレイ,"111,108","102,960","8,148","1,083","1,233",53,199,卸売業,東1
2875,東洋水産,"320,988","202,611","118,377","25,514","26,989",-560,"16,119",食料品,東1
2876,ジェーシー・コムサ,"15,999","9,204","6,795",790,725,-214,414,食料品,JQ
2877,日東ベスト,"47,245","38,402","8,843",460,541,-42,221,食料品,JQ
2892,日本食品化工,"57,684","48,914","8,770",278,706,-1,356,食料品,東2
2894,石井食品,"10,554","7,023","3,531",-394,-399,-269,-684,食料品,東2
2897,日清食品,"380,674","213,708","166,966","26,211","28,099","3,521","18,538",食料品,東1
2899,永谷園,"66,991","36,557","30,434","4,228","4,262",-590,"1,887",食料品,東1
2901,石垣食品,575,330,245,5,7,0,5,食料品,JQ
2902,太陽化学,"33,571","25,773","7,798","2,318","2,422",-63,"1,297",食料品,名2
2903,シノブフーズ,"38,195","30,250","7,945",847,920,-68,424,食料品,大2
2904,一正蒲鉾,"30,769","22,207","8,562","1,901","1,883",-544,725,食料品,JQ
2905,オーケー食品工業,"8,796","6,988","1,808",-158,-220,-145,-320,食料品,JQ
2907,あじかん,"35,241","26,826","8,415",737,739,-14,341,食料品,東2
2908,フジッコ,"53,247","32,869","20,378","3,607","3,853",-58,"2,099",食料品,東1
